param,estimate,rses,rsesColor,rsesColorCounts,AIC,CorrelationsYellow,CorrelationsOrange,CorrelationsRed,Run,Description
omega_tstart,0.54995139,52.9262535,Yellow,NA,484.75,NA,NA,NA,07C,"Fit all prms, Dynamics=cat covdelta,cC"
tstart_pop,5.624794871,22.50618475,NA,NA,484.75,NA,NA,NA,07C,"Fit all prms, Dynamics=cat covdelta,cC"
a,0.605042323,6.844237519,NA,Red= 0,501.43,NA - NA,NA - NA,NA - NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
beta_delta_Dynamics_Rebound,1.680745258,45.27795961,NA,Orange= 1,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
beta_log10beta_Dynamics_Rebound,-0.375422832,-111.5738774,Orange,Yellow= 3,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
c_pop,1.52825726,82.14876285,Yellow,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
delta_pop,0.054444119,70.19059302,Yellow,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
log10beta_pop,-3.599406669,-10.84279922,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
log10pT0_pop,5.017275682,4.48862922,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
omega_c,2.596074994,31.83059173,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
omega_delta,0.757703168,30.59561669,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
omega_log10beta,0.422326909,36.03225718,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
omega_log10pT0,0.532687871,40.37769379,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
omega_tstart,0.727946636,55.1886821,Yellow,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
tstart_pop,3.638542865,37.59851936,NA,NA,501.43,NA,NA,NA,08C,"Fit all prms, Dynamics=cat covdelta,log10betaC"
a,0.606075769,43.60693226,NA,Red= 3,497.36,c - tstart,NA - NA,NA - NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
beta_delta_Dynamics_Rebound,2.162686526,173.9841111,Orange,Orange= 4,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
beta_tstart_Dynamics_Rebound,0.747842772,43.67247717,NA,Yellow= 2,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
c_pop,32.33429129,632.6991354,Red,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
delta_pop,0.028769341,135.9677962,Orange,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
log10beta_pop,-3.878188334,-24.90043365,NA,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
log10pT0_pop,5.990412774,NA,NA,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
omega_c,3.105479477,422.286546,Red,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
omega_delta,1.391201305,66.44003711,Yellow,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
omega_log10beta,0.180733342,170.8207025,Orange,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
omega_log10pT0,0.601287939,63.76147667,Yellow,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
omega_tstart,0.424007646,210.9904619,Red,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
tstart_pop,4.034528975,109.8321823,Orange,NA,497.36,NA,NA,NA,09C,"Fit all prms, Dynamics=cat covdelta,tstartC"
a,0.83683893,9.62180613,NA,Red= 0,558.25,NA - NA,log10pT0 - log10beta,NA - NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
beta_c_Dynamics_Rebound,1.134208111,63.22478305,Yellow,Orange= 2,558.25,NA,log10beta - tstart,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
beta_log10pT0_Dynamics_Rebound,-2.114508997,-21.36254143,NA,Yellow= 5,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
c_pop,14.43553469,35.02999366,NA,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
delta_pop,60.3386191,52.30611036,Yellow,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
log10beta_pop,-2.2328547,-51.92290324,Yellow,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
log10pT0_pop,10.04090998,3.990880179,NA,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
omega_c,0.38531396,NA,NA,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
omega_delta,0.395700413,181.6151571,Orange,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
omega_log10beta,1.573006847,68.02027559,Yellow,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
omega_log10pT0,0.778622765,20.9001702,NA,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
omega_tstart,1.017585723,124.2167977,Orange,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
tstart_pop,5.40882794,71.65641142,Yellow,NA,558.25,NA,NA,NA,010C,"Fit all prms, Dynamics=cat covlog10pT0,cC"
a,0.814930286,7.39494728,NA,Red= 0,553.18,NA - NA,NA - NA,log10pT0 - log10beta,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
beta_log10beta_Dynamics_Rebound,4.057010947,27.83485571,NA,Orange= 2,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
beta_log10pT0_Dynamics_Rebound,-2.609955344,-16.35469221,NA,Yellow= 3,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
c_pop,39.1038247,79.53776908,Yellow,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
delta_pop,60.88498853,163.2504449,Orange,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
log10beta_pop,-4.055580246,-29.81809365,NA,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
log10pT0_pop,10.4536512,10.73167527,NA,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
omega_c,1.520047402,77.96917426,Yellow,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
omega_delta,0.556728696,191.7426654,Orange,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
omega_log10beta,0.984472716,59.57689514,Yellow,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
omega_log10pT0,0.822962086,31.68727174,NA,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
omega_tstart,0.827495068,35.82984546,NA,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
tstart_pop,6.088916786,39.48305245,NA,NA,553.18,NA,NA,NA,011C,"Fit all prms, Dynamics=cat covlog10pT0,log10betaC"
a,0.864450713,6.178406467,NA,Red= 0,538.58,log10pT0 - log10beta,c - log10beta,NA - NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
beta_log10pT0_Dynamics_Rebound,-2.54551144,-17.01719243,NA,Orange= 2,538.58,NA,c - tstart,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
beta_tstart_Dynamics_Rebound,2.982188317,66.55650166,Yellow,Yellow= 7,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
c_pop,41.29262715,41.24416063,NA,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
delta_pop,22.46742277,67.99285534,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
log10beta_pop,-1.36550818,-71.04052515,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
log10pT0_pop,9.836626167,4.143165652,NA,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
omega_c,2.852079813,51.67145259,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
omega_delta,1.097791309,58.68640061,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
omega_log10beta,1.093603606,123.4242783,Orange,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
omega_log10pT0,0.524872195,54.38408479,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
omega_tstart,0.480345814,53.59428571,Yellow,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
tstart_pop,0.636694941,194.5712654,Orange,NA,538.58,NA,NA,NA,012C,"Fit all prms, Dynamics=cat covlog10pT0,tstartC"
a,0.588456998,13.89199665,NA,Red= 0,482.16,delta - log10beta,NA - NA,NA - NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
beta_c_Dynamics_Rebound,5.199844898,30.76877902,NA,Orange= 1,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
beta_log10beta_Dynamics_Rebound,-0.556823819,-75.73300949,Yellow,Yellow= 4,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
c_pop,0.146687396,52.2756153,Yellow,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
delta_pop,0.244399056,140.0181693,Orange,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
log10beta_pop,-3.369202316,-10.8471943,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
log10pT0_pop,5.369547331,14.99752896,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
omega_c,0.468382975,NA,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
omega_delta,1.289651207,40.22204397,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
omega_log10beta,0.360916787,48.03504516,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
omega_log10pT0,0.52768774,54.32658448,Yellow,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
omega_tstart,0.509324729,77.80798542,Yellow,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
tstart_pop,4.819596885,24.70445131,NA,NA,482.16,NA,NA,NA,013C,"Fit all prms, Dynamics=cat covc,log10betaC"
a,0.693298235,12.2716779,NA,Red= 2,513.1,NA - NA,log10pT0 - tstart,NA - NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
beta_c_Dynamics_Rebound,6.498439705,66.25374204,Yellow,Orange= 1,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
beta_tstart_Dynamics_Rebound,1.40987605,65.43320423,Yellow,Yellow= 5,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
c_pop,0.002384454,398.9302975,Red,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
delta_pop,41.25350729,156.7179858,Orange,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
log10beta_pop,-2.815871753,-47.59367883,NA,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
log10pT0_pop,6.643409396,16.11638637,NA,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
omega_c,2.495286502,78.82617412,Yellow,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
omega_delta,1.679111421,39.3732731,NA,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
omega_log10beta,1.631658439,58.53053549,Yellow,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
omega_log10pT0,0.401751325,238.6857423,Red,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
omega_tstart,0.446987689,44.85952082,NA,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
tstart_pop,3.117877138,83.27206956,Yellow,NA,513.1,NA,NA,NA,014C,"Fit all prms, Dynamics=cat covc,tstartC"
a,0.619634906,18.21894114,NA,Red= 3,512.91,delta - log10pT0,log10pT0 - c,NA - NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
beta_log10beta_Dynamics_Rebound,1.336865353,129.1188945,Orange,Orange= 4,512.91,delta - tstart,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
beta_tstart_Dynamics_Rebound,4.054359119,32.48568324,NA,Yellow= 1,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
c_pop,49.8959431,1.516356093,NA,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
delta_pop,0.098879925,100.8338442,Orange,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
log10beta_pop,-4.843352691,-17.59643792,NA,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
log10pT0_pop,6.307484912,15.60265688,NA,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
omega_c,4.647399365,202.5505013,Red,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
omega_delta,1.157883292,263.6191935,Red,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
omega_log10beta,0.68081265,288.7830273,Red,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
omega_log10pT0,1.190767157,150.0426396,Orange,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
omega_tstart,0.446220418,132.9707611,Orange,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
tstart_pop,0.161541379,94.84470236,Yellow,NA,512.91,NA,NA,NA,015C,"Fit all prms, Dynamics=cat covlog10beta,tstartC"
a,0.594974713,7.385006484,NA,Red= 1,493.48,NA - NA,NA - NA,NA - NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
beta_c_Dynamics_Rebound,-1.927290185,-278.0667223,Red,Orange= 0,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
beta_delta_Dynamics_Rebound,2.241919722,NA,NA,Yellow= 1,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
beta_log10pT0_Dynamics_Rebound,-1.346606803,-35.02597358,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
c_pop,49.61003801,4.041288324,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
delta_pop,0.034688565,NA,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
log10beta_pop,-3.969570327,-4.959587896,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
log10pT0_pop,7.177610973,3.096179134,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
omega_c,2.852923341,45.12136188,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
omega_delta,1.426573392,24.65842885,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
omega_log10beta,0.323871805,44.01058755,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
omega_log10pT0,0.451145818,NA,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
omega_tstart,0.58076773,58.14263801,Yellow,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
tstart_pop,5.700787454,19.83516952,NA,NA,493.48,NA,NA,NA,016C,"Fit all prms, Dynamics=cat covdelta,log10pT0,cC"
a,0.610499124,6.806942999,NA,Red= 2,475.08,delta - tstart,log10pT0 - tstart,NA - NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
beta_delta_Dynamics_Rebound,0.894092888,129.9211738,Orange,Orange= 3,475.08,NA,c - log10beta,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
beta_log10beta_Dynamics_Rebound,0.271711341,285.1014975,Red,Yellow= 2,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
beta_log10pT0_Dynamics_Rebound,-1.721585215,-43.51122776,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
c_pop,3.790189916,151.2490893,Orange,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
delta_pop,0.067300292,65.50275335,Yellow,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
log10beta_pop,-4.054781133,-11.90503741,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
log10pT0_pop,6.186558298,11.94061777,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
omega_c,1.465387856,56.79900703,Yellow,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
omega_delta,1.095097332,41.60992467,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
omega_log10beta,0.337723175,42.74958096,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
omega_log10pT0,0.146662732,231.9703997,Red,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
omega_tstart,0.190759436,133.6437568,Orange,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
tstart_pop,5.127272978,27.32911599,NA,NA,475.08,NA,NA,NA,017C,"Fit all prms, Dynamics=cat covdelta,log10pT0,log10betaC"
a,0.867095801,6.609108013,NA,Red= 4,538.07,log10pT0 - c,NA - NA,NA - NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
beta_delta_Dynamics_Rebound,1.077073714,440.3835446,Red,Orange= 2,538.07,log10beta - tstart,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
beta_log10pT0_Dynamics_Rebound,-2.057550708,-111.9895535,Orange,Yellow= 1,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
beta_tstart_Dynamics_Rebound,6.647479049,9.955535142,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
c_pop,49.99692464,0.201731864,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
delta_pop,6.300359485,554.2777963,Red,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
log10beta_pop,-0.711912604,-143.0161272,Orange,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
log10pT0_pop,9.488218473,24.56549412,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
omega_c,5.880884962,228.9041307,Red,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
omega_delta,0.559762802,300.8596027,Red,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
omega_log10beta,0.752353985,NA,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
omega_log10pT0,0.784546968,24.80806374,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
omega_tstart,0.365287573,32.51243169,NA,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
tstart_pop,0.018055452,68.04088027,Yellow,NA,538.07,NA,NA,NA,018C,"Fit all prms, Dynamics=cat covdelta,log10pT0,tstartC"
a,0.612704763,8.99335683,NA,Red= 4,478.2,NA - NA,c - log10beta,NA - NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
beta_c_Dynamics_Rebound,7.410357211,102.8921097,Orange,Orange= 3,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
beta_delta_Dynamics_Rebound,-0.359097018,-442.1101087,Red,Yellow= 0,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
beta_log10beta_Dynamics_Rebound,-0.160404084,-842.7394049,Red,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
c_pop,0.056007308,310.4091277,Red,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
delta_pop,0.238471519,177.7942495,Orange,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
log10beta_pop,-3.720462663,-10.98490727,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
log10pT0_pop,5.194692477,9.132031541,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
omega_c,2.332760978,147.5931613,Orange,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
omega_delta,0.972607829,37.27307298,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
omega_log10beta,0.298284799,46.39693804,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
omega_log10pT0,0.160361597,NA,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
omega_tstart,0.530666351,683.8736248,Red,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
tstart_pop,4.303865594,34.96702356,NA,NA,478.2,NA,NA,NA,019C,"Fit all prms, Dynamics=cat covdelta,c,log10betaC"
a,0.623001414,6.847426417,NA,Red= 1,471.46,delta - log10beta,NA - NA,NA - NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
beta_c_Dynamics_Rebound,5.693225514,24.16637135,NA,Orange= 0,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
beta_delta_Dynamics_Rebound,0.232088268,399.2332391,Red,Yellow= 4,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
beta_tstart_Dynamics_Rebound,0.90539336,39.90766183,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
c_pop,0.124497717,95.98939475,Yellow,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
delta_pop,0.121723268,81.48348231,Yellow,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
log10beta_pop,-3.756122641,-5.648582895,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
log10pT0_pop,5.078342647,2.648080521,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
omega_c,1.556613723,31.85582786,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
omega_delta,1.159929024,26.64712909,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
omega_log10beta,0.223701743,70.25004525,Yellow,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
omega_log10pT0,0.181241905,79.98776016,Yellow,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
omega_tstart,0.412925292,39.40920292,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
tstart_pop,3.215708082,25.36165043,NA,NA,471.46,NA,NA,NA,020C,"Fit all prms, Dynamics=cat covdelta,c,tstartC"
a,0.63262506,7.821094221,NA,Red= 1,507.37,delta - log10pT0,NA - NA,NA - NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
beta_delta_Dynamics_Rebound,3.693610474,37.54562174,NA,Orange= 7,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
beta_log10beta_Dynamics_Rebound,0.61893619,107.7963623,Orange,Yellow= 2,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
beta_tstart_Dynamics_Rebound,6.948984366,30.91441664,NA,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
c_pop,44.18797337,151.938838,Orange,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
delta_pop,0.013733416,127.5206464,Orange,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
log10beta_pop,-4.365589988,-63.71672269,Yellow,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
log10pT0_pop,6.435279889,17.73361363,NA,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
omega_c,2.328158821,189.3032351,Orange,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
omega_delta,1.495074105,52.62593411,Yellow,NA,507.37,NA,NA,NA,021C,"Fit all prms, Dynamics=cat covdelta,log10beta,tstartC"
